Age (Ma)	Global mean SST (oC) hi-res area weighted	SST +1stdev	SST -1stdev	Global mean SST (oC) lo-res weighted	lo-res SST +1stdev	lo-res SST -1stdev	Global mean surface temp (GMST) (oC) area weighted	GMST +1stdev	GMST -1stdev
1.13	-1.59	-1.17	-2.01	-1.20	-0.75	-1.64	-2.74	-2.04	-3.45
1.131	-1.59	-1.15	-2.03	-1.19	-0.74	-1.65	-2.74	-2.00	-3.47
1.132	-1.71	-1.25	-2.18	-1.25	-0.79	-1.71	-2.96	-2.19	-3.73
1.133	-1.83	-1.33	-2.33	-1.27	-0.79	-1.74	-3.17	-2.36	-3.99
1.134	-1.70	-1.21	-2.20	-1.26	-0.77	-1.75	-2.94	-2.13	-3.75
1.135	-1.36	-0.87	-1.85	-1.18	-0.72	-1.65	-2.32	-1.52	-3.12
1.136	-1.55	-1.09	-2.01	-1.16	-0.70	-1.62	-2.66	-1.90	-3.42
1.137	-1.55	-1.09	-2.02	-1.14	-0.67	-1.60	-2.67	-1.90	-3.43
1.138	-1.68	-1.21	-2.14	-1.13	-0.66	-1.61	-2.89	-2.13	-3.66
1.139	-1.56	-1.10	-2.02	-1.03	-0.57	-1.50	-2.69	-1.93	-3.45
1.14	-1.41	-0.94	-1.88	-0.91	-0.45	-1.38	-2.42	-1.64	-3.19
1.141	-1.18	-0.69	-1.67	-0.82	-0.36	-1.28	-2.00	-1.19	-2.81
1.142	-1.20	-0.73	-1.66	-0.76	-0.30	-1.21	-2.03	-1.27	-2.80
1.143	-1.10	-0.65	-1.54	-0.69	-0.24	-1.14	-1.86	-1.11	-2.60
1.144	-1.06	-0.63	-1.49	-0.67	-0.22	-1.12	-1.79	-1.07	-2.51
1.145	-1.01	-0.59	-1.43	-0.64	-0.19	-1.09	-1.71	-1.00	-2.42
1.146	-0.90	-0.50	-1.31	-0.55	-0.11	-0.99	-1.52	-0.83	-2.20
1.147	-0.73	-0.35	-1.12	-0.42	0.00	-0.85	-1.23	-0.57	-1.89
1.148	-0.60	-0.22	-0.98	-0.31	0.11	-0.73	-1.00	-0.35	-1.65
1.149	-0.45	-0.07	-0.83	-0.22	0.20	-0.63	-0.75	-0.10	-1.40
1.15	-0.38	-0.01	-0.74	-0.12	0.29	-0.52	-0.63	0.00	-1.25
1.151	-0.33	0.02	-0.68	-0.11	0.28	-0.50	-0.55	0.06	-1.15
1.152	-0.45	-0.04	-0.85	-0.22	0.21	-0.65	-0.74	-0.06	-1.43
1.153	-0.45	-0.01	-0.89	-0.24	0.22	-0.70	-0.75	-0.01	-1.48
1.154	-0.35	0.09	-0.78	-0.17	0.28	-0.62	-0.58	0.15	-1.31
1.155	-0.27	0.16	-0.70	-0.11	0.33	-0.55	-0.45	0.27	-1.17
1.156	-0.14	0.28	-0.56	-0.03	0.41	-0.46	-0.24	0.47	-0.95
1.157	-0.06	0.37	-0.48	0.06	0.48	-0.37	-0.11	0.61	-0.82
1.158	0.02	0.41	-0.38	0.11	0.52	-0.30	0.02	0.69	-0.66
1.159	0.08	0.48	-0.33	0.15	0.56	-0.27	0.12	0.80	-0.57
1.16	0.09	0.50	-0.32	0.15	0.56	-0.27	0.14	0.83	-0.56
1.161	0.11	0.53	-0.31	0.16	0.58	-0.25	0.17	0.87	-0.53
1.162	0.19	0.60	-0.22	0.23	0.64	-0.17	0.30	0.99	-0.39
1.163	0.29	0.71	-0.12	0.28	0.69	-0.13	0.46	1.16	-0.24
1.164	0.27	0.69	-0.14	0.31	0.72	-0.10	0.43	1.12	-0.27
1.165	0.30	0.72	-0.12	0.33	0.74	-0.09	0.47	1.17	-0.23
1.166	0.35	0.77	-0.07	0.35	0.77	-0.07	0.55	1.25	-0.15
1.167	0.36	0.79	-0.07	0.35	0.78	-0.08	0.57	1.28	-0.15
1.168	0.36	0.79	-0.08	0.33	0.77	-0.10	0.56	1.28	-0.16
1.169	0.44	0.89	0.00	0.38	0.82	-0.06	0.70	1.44	-0.04
1.17	0.45	0.89	0.01	0.38	0.82	-0.06	0.71	1.45	-0.03
1.171	0.40	0.85	-0.04	0.35	0.79	-0.09	0.63	1.37	-0.10
1.172	0.42	0.85	-0.02	0.36	0.80	-0.08	0.66	1.38	-0.07
1.173	0.43	0.86	-0.01	0.37	0.81	-0.07	0.67	1.39	-0.05
1.174	0.46	0.89	0.03	0.37	0.81	-0.07	0.72	1.44	0.00
1.175	0.41	0.84	-0.03	0.35	0.79	-0.09	0.64	1.36	-0.09
1.176	0.41	0.86	-0.03	0.36	0.80	-0.09	0.65	1.39	-0.09
1.177	0.42	0.86	-0.03	0.35	0.80	-0.10	0.65	1.39	-0.09
1.178	0.38	0.81	-0.06	0.36	0.80	-0.09	0.59	1.32	-0.13
1.179	0.40	0.84	-0.03	0.39	0.83	-0.06	0.64	1.36	-0.09
1.18	0.43	0.86	-0.01	0.42	0.87	-0.03	0.67	1.39	-0.05
1.181	0.55	0.97	0.14	0.47	0.90	0.05	0.87	1.57	0.17
1.182	0.60	0.99	0.22	0.52	0.93	0.12	0.95	1.61	0.29
1.183	0.65	1.01	0.28	0.57	0.96	0.18	1.01	1.65	0.38
1.184	0.60	0.95	0.24	0.55	0.93	0.17	0.94	1.55	0.32
1.185	0.63	0.98	0.27	0.56	0.94	0.19	0.98	1.60	0.36
1.186	0.59	0.94	0.24	0.58	0.95	0.21	0.93	1.53	0.32
1.187	0.59	0.96	0.23	0.57	0.94	0.20	0.93	1.56	0.30
1.188	0.59	0.97	0.21	0.56	0.94	0.19	0.92	1.57	0.28
1.189	0.52	0.89	0.15	0.50	0.87	0.13	0.81	1.45	0.18
1.19	0.49	0.89	0.09	0.41	0.78	0.05	0.77	1.45	0.10
1.191	0.22	0.58	-0.15	0.30	0.66	-0.05	0.34	0.97	-0.30
1.192	0.11	0.48	-0.27	0.23	0.59	-0.13	0.16	0.80	-0.48
1.193	-0.13	0.30	-0.55	0.06	0.46	-0.34	-0.22	0.50	-0.93
1.194	-0.21	0.22	-0.63	0.01	0.41	-0.39	-0.35	0.37	-1.06
1.195	-0.42	0.00	-0.84	-0.15	0.25	-0.54	-0.70	0.01	-1.41
1.196	-0.52	-0.09	-0.94	-0.25	0.16	-0.66	-0.86	-0.15	-1.57
1.197	-0.58	-0.15	-1.00	-0.36	0.05	-0.77	-0.96	-0.25	-1.67
1.198	-0.82	-0.41	-1.22	-0.49	-0.09	-0.89	-1.37	-0.69	-2.05
1.199	-0.95	-0.53	-1.38	-0.59	-0.17	-1.01	-1.60	-0.89	-2.32
1.2	-1.09	-0.65	-1.53	-0.70	-0.27	-1.14	-1.84	-1.11	-2.57
1.201	-1.05	-0.61	-1.50	-0.70	-0.27	-1.13	-1.78	-1.05	-2.52
1.202	-1.05	-0.58	-1.51	-0.71	-0.27	-1.15	-1.77	-1.01	-2.53
1.203	-1.08	-0.61	-1.56	-0.73	-0.30	-1.17	-1.84	-1.06	-2.61
1.204	-1.06	-0.57	-1.55	-0.72	-0.28	-1.16	-1.79	-0.99	-2.59
1.205	-1.03	-0.53	-1.54	-0.70	-0.27	-1.14	-1.74	-0.92	-2.57
1.206	-1.01	-0.51	-1.52	-0.70	-0.26	-1.14	-1.71	-0.89	-2.54
1.207	-0.90	-0.41	-1.40	-0.65	-0.22	-1.07	-1.52	-0.71	-2.32
1.208	-0.81	-0.40	-1.22	-0.54	-0.15	-0.93	-1.37	-0.67	-2.06
1.209	-0.70	-0.30	-1.09	-0.46	-0.09	-0.83	-1.17	-0.50	-1.84
1.21	-0.73	-0.37	-1.10	-0.48	-0.13	-0.83	-1.23	-0.60	-1.86
1.211	-0.65	-0.32	-0.99	-0.42	-0.08	-0.75	-1.09	-0.50	-1.69
1.212	-0.62	-0.28	-0.95	-0.38	-0.05	-0.72	-1.03	-0.44	-1.62
1.213	-0.74	-0.39	-1.09	-0.49	-0.15	-0.83	-1.24	-0.63	-1.84
1.214	-0.73	-0.37	-1.10	-0.46	-0.14	-0.79	-1.23	-0.60	-1.85
1.215	-0.91	-0.49	-1.33	-0.61	-0.25	-0.98	-1.53	-0.83	-2.23
1.216	-1.02	-0.59	-1.45	-0.72	-0.35	-1.09	-1.73	-1.01	-2.44
1.217	-1.10	-0.66	-1.54	-0.80	-0.41	-1.19	-1.86	-1.13	-2.60
1.218	-1.01	-0.54	-1.49	-0.83	-0.42	-1.23	-1.71	-0.93	-2.49
1.219	-1.03	-0.57	-1.49	-0.80	-0.39	-1.20	-1.74	-0.98	-2.51
1.22	-1.09	-0.63	-1.54	-0.79	-0.40	-1.18	-1.84	-1.09	-2.60
1.221	-1.04	-0.63	-1.45	-0.74	-0.36	-1.12	-1.76	-1.06	-2.45
1.222	-0.91	-0.51	-1.32	-0.65	-0.28	-1.01	-1.54	-0.86	-2.22
1.223	-0.80	-0.40	-1.19	-0.57	-0.21	-0.92	-1.34	-0.67	-2.01
1.224	-0.70	-0.31	-1.09	-0.50	-0.16	-0.85	-1.17	-0.51	-1.84
1.225	-0.58	-0.18	-0.97	-0.42	-0.08	-0.77	-0.96	-0.30	-1.63
1.226	-0.42	-0.01	-0.82	-0.33	0.02	-0.67	-0.69	-0.01	-1.38
1.227	-0.27	0.14	-0.68	-0.23	0.12	-0.58	-0.45	0.25	-1.14
1.228	-0.24	0.17	-0.65	-0.19	0.17	-0.54	-0.40	0.29	-1.09
1.229	-0.09	0.32	-0.51	-0.10	0.26	-0.45	-0.16	0.54	-0.86
1.23	0.01	0.44	-0.42	0.00	0.35	-0.36	0.01	0.73	-0.71
1.231	0.33	0.77	-0.12	0.15	0.51	-0.21	0.51	1.25	-0.22
1.232	0.44	0.87	0.00	0.20	0.56	-0.16	0.69	1.41	-0.03
1.233	0.42	0.85	-0.01	0.20	0.56	-0.16	0.66	1.38	-0.06
1.234	0.41	0.84	-0.03	0.18	0.54	-0.19	0.64	1.36	-0.09
1.235	0.40	0.84	-0.04	0.16	0.53	-0.20	0.63	1.37	-0.10
1.236	0.38	0.83	-0.07	0.14	0.51	-0.23	0.59	1.34	-0.15
1.237	0.36	0.82	-0.09	0.12	0.50	-0.26	0.57	1.33	-0.18
1.238	0.25	0.71	-0.22	0.03	0.42	-0.36	0.38	1.15	-0.38
1.239	0.15	0.63	-0.33	-0.05	0.36	-0.45	0.23	1.02	-0.55
1.24	0.11	0.60	-0.37	-0.07	0.34	-0.48	0.17	0.97	-0.62
1.241	0.01	0.47	-0.44	-0.15	0.25	-0.56	0.01	0.76	-0.74
1.242	-0.21	0.25	-0.67	-0.31	0.11	-0.73	-0.35	0.41	-1.12
1.243	-0.47	0.00	-0.94	-0.49	-0.07	-0.92	-0.78	-0.01	-1.55
1.244	-0.67	-0.22	-1.12	-0.63	-0.22	-1.04	-1.13	-0.38	-1.87
1.245	-0.96	-0.52	-1.40	-0.82	-0.43	-1.22	-1.62	-0.89	-2.36
1.246	-1.28	-0.81	-1.75	-1.02	-0.62	-1.41	-2.19	-1.41	-2.96
1.247	-1.42	-0.94	-1.89	-1.11	-0.71	-1.51	-2.42	-1.64	-3.20
1.248	-1.56	-1.12	-2.00	-1.22	-0.82	-1.62	-2.68	-1.95	-3.41
1.249	-1.62	-1.19	-2.04	-1.27	-0.88	-1.66	-2.79	-2.08	-3.50
1.25	-1.66	-1.24	-2.09	-1.36	-0.96	-1.76	-2.87	-2.16	-3.58
1.251	-1.52	-1.09	-1.96	-1.26	-0.86	-1.67	-2.62	-1.90	-3.34
1.252	-1.47	-1.03	-1.90	-1.23	-0.83	-1.63	-2.51	-1.78	-3.24
1.253	-1.66	-1.22	-2.11	-1.34	-0.94	-1.74	-2.87	-2.13	-3.60
1.254	-1.73	-1.28	-2.18	-1.37	-0.96	-1.78	-2.99	-2.24	-3.73
1.255	-1.82	-1.37	-2.27	-1.43	-1.02	-1.84	-3.16	-2.41	-3.91
1.256	-1.85	-1.31	-2.40	-1.43	-1.01	-1.85	-3.21	-2.34	-4.09
1.257	-1.86	-1.28	-2.45	-1.43	-1.01	-1.86	-3.23	-2.30	-4.17
1.258	-1.78	-1.28	-2.29	-1.42	-1.02	-1.82	-3.09	-2.26	-3.91
1.259	-1.79	-1.27	-2.31	-1.39	-1.00	-1.79	-3.10	-2.25	-3.95
1.26	-1.67	-1.16	-2.18	-1.40	-1.00	-1.80	-2.87	-2.04	-3.70
1.261	-1.80	-1.22	-2.38	-1.37	-0.95	-1.78	-3.11	-2.18	-4.04
1.262	-1.76	-1.17	-2.35	-1.34	-0.92	-1.77	-3.04	-2.09	-3.99
1.263	-1.76	-1.16	-2.35	-1.32	-0.88	-1.75	-3.04	-2.09	-3.99
1.264	-1.62	-1.08	-2.17	-1.25	-0.82	-1.67	-2.79	-1.91	-3.67
1.265	-1.40	-0.86	-1.94	-1.10	-0.67	-1.54	-2.40	-1.53	-3.27
1.266	-1.27	-0.75	-1.78	-1.05	-0.62	-1.47	-2.16	-1.32	-2.99
1.267	-1.20	-0.71	-1.69	-1.02	-0.60	-1.43	-2.04	-1.24	-2.84
1.268	-1.15	-0.69	-1.61	-1.00	-0.60	-1.41	-1.95	-1.20	-2.71
1.269	-1.15	-0.70	-1.61	-0.99	-0.59	-1.40	-1.96	-1.20	-2.71
1.27	-1.02	-0.54	-1.49	-0.90	-0.49	-1.30	-1.72	-0.94	-2.50
1.271	-0.93	-0.45	-1.41	-0.84	-0.44	-1.24	-1.57	-0.78	-2.36
1.272	-0.78	-0.28	-1.29	-0.75	-0.34	-1.16	-1.31	-0.49	-2.14
1.273	-0.72	-0.22	-1.23	-0.71	-0.30	-1.12	-1.21	-0.39	-2.04
1.274	-0.62	-0.10	-1.14	-0.65	-0.22	-1.07	-1.04	-0.19	-1.88
1.275	-0.60	-0.10	-1.11	-0.63	-0.21	-1.04	-1.01	-0.19	-1.83
1.276	-0.52	-0.04	-0.99	-0.57	-0.17	-0.97	-0.86	-0.08	-1.64
1.277	-0.51	-0.05	-0.98	-0.52	-0.13	-0.91	-0.85	-0.08	-1.62
1.278	-0.39	0.05	-0.84	-0.46	-0.08	-0.85	-0.65	0.08	-1.39
1.279	-0.45	-0.01	-0.89	-0.43	-0.05	-0.81	-0.75	-0.02	-1.48
1.28	-0.30	0.10	-0.70	-0.38	-0.01	-0.74	-0.50	0.18	-1.17
1.281	-0.40	0.02	-0.81	-0.38	-0.02	-0.74	-0.66	0.04	-1.35
1.282	-0.57	-0.11	-1.03	-0.47	-0.08	-0.86	-0.95	-0.19	-1.72
1.283	-0.60	-0.13	-1.07	-0.51	-0.10	-0.92	-1.00	-0.23	-1.78
1.284	-0.70	-0.18	-1.23	-0.58	-0.14	-1.02	-1.18	-0.33	-2.03
1.285	-0.73	-0.19	-1.26	-0.60	-0.15	-1.04	-1.22	-0.35	-2.09
1.286	-0.74	-0.22	-1.27	-0.61	-0.17	-1.05	-1.25	-0.39	-2.10
1.287	-0.61	-0.11	-1.11	-0.63	-0.19	-1.07	-1.02	-0.21	-1.83
1.288	-0.65	-0.14	-1.15	-0.66	-0.21	-1.10	-1.08	-0.26	-1.91
1.289	-0.73	-0.21	-1.25	-0.71	-0.27	-1.15	-1.22	-0.38	-2.06
1.29	-0.82	-0.29	-1.35	-0.77	-0.33	-1.22	-1.38	-0.52	-2.24
1.291	-0.66	-0.15	-1.17	-0.78	-0.33	-1.23	-1.11	-0.28	-1.94
1.292	-0.65	-0.14	-1.17	-0.77	-0.32	-1.22	-1.09	-0.25	-1.94
1.293	-0.78	-0.23	-1.32	-0.82	-0.36	-1.27	-1.30	-0.42	-2.18
1.294	-0.89	-0.32	-1.46	-0.86	-0.39	-1.32	-1.50	-0.58	-2.42
1.295	-0.93	-0.36	-1.50	-0.88	-0.42	-1.35	-1.57	-0.65	-2.49
1.296	-0.91	-0.33	-1.49	-0.90	-0.44	-1.36	-1.53	-0.60	-2.46
1.297	-0.88	-0.33	-1.43	-0.90	-0.44	-1.36	-1.49	-0.60	-2.38
1.298	-0.98	-0.41	-1.55	-0.90	-0.45	-1.35	-1.65	-0.74	-2.57
1.299	-0.92	-0.42	-1.42	-0.85	-0.44	-1.27	-1.55	-0.74	-2.36
1.3	-0.86	-0.41	-1.31	-0.82	-0.42	-1.21	-1.45	-0.70	-2.20
1.301	-0.82	-0.38	-1.26	-0.77	-0.38	-1.16	-1.38	-0.65	-2.10
1.302	-0.75	-0.32	-1.18	-0.71	-0.33	-1.09	-1.26	-0.54	-1.98
1.303	-0.69	-0.24	-1.14	-0.62	-0.24	-1.00	-1.16	-0.41	-1.91
1.304	-0.63	-0.16	-1.09	-0.54	-0.15	-0.92	-1.05	-0.28	-1.81
1.305	-0.56	-0.09	-1.03	-0.47	-0.08	-0.85	-0.93	-0.16	-1.70
1.306	-0.43	0.04	-0.90	-0.37	0.01	-0.76	-0.71	0.07	-1.48
1.307	-0.35	0.12	-0.82	-0.32	0.07	-0.71	-0.59	0.19	-1.36
1.308	-0.27	0.20	-0.75	-0.26	0.13	-0.65	-0.45	0.33	-1.24
1.309	-0.16	0.32	-0.63	-0.20	0.19	-0.59	-0.27	0.52	-1.05
1.31	-0.05	0.43	-0.54	-0.15	0.24	-0.53	-0.10	0.70	-0.89
1.311	-0.04	0.45	-0.53	-0.13	0.25	-0.52	-0.08	0.72	-0.88
1.312	0.07	0.57	-0.44	-0.05	0.33	-0.44	0.10	0.92	-0.72
1.313	0.11	0.61	-0.38	0.04	0.44	-0.35	0.17	0.98	-0.64
1.314	0.26	0.80	-0.28	0.13	0.54	-0.28	0.41	1.29	-0.47
1.315	0.39	0.92	-0.15	0.20	0.61	-0.20	0.61	1.47	-0.26
1.316	0.49	1.01	-0.03	0.27	0.68	-0.13	0.77	1.62	-0.08
1.317	0.50	0.99	0.02	0.32	0.71	-0.07	0.79	1.59	0.00
1.318	0.53	0.98	0.08	0.33	0.71	-0.04	0.83	1.58	0.08
1.319	0.51	0.93	0.09	0.30	0.67	-0.06	0.80	1.51	0.10
1.32	0.38	0.77	-0.02	0.22	0.57	-0.13	0.59	1.26	-0.08
1.321	0.27	0.67	-0.14	0.14	0.50	-0.21	0.42	1.10	-0.26
1.322	0.17	0.58	-0.25	0.07	0.44	-0.29	0.26	0.96	-0.43
1.323	0.07	0.50	-0.37	0.01	0.39	-0.38	0.10	0.82	-0.62
1.324	-0.01	0.43	-0.45	-0.06	0.34	-0.46	-0.02	0.71	-0.76
1.325	-0.04	0.42	-0.50	-0.09	0.33	-0.51	-0.07	0.69	-0.84
1.326	-0.10	0.37	-0.57	-0.12	0.33	-0.56	-0.17	0.61	-0.95
1.327	-0.03	0.42	-0.48	-0.06	0.37	-0.49	-0.06	0.69	-0.80
1.328	-0.07	0.36	-0.49	-0.07	0.34	-0.48	-0.12	0.60	-0.83
1.329	-0.15	0.28	-0.58	-0.12	0.28	-0.51	-0.25	0.47	-0.97
1.33	-0.19	0.22	-0.60	-0.12	0.26	-0.50	-0.33	0.36	-1.01
1.331	-0.22	0.19	-0.62	-0.10	0.27	-0.48	-0.36	0.32	-1.04
1.332	-0.25	0.14	-0.65	-0.10	0.26	-0.47	-0.43	0.24	-1.10
1.333	-0.40	0.00	-0.81	-0.21	0.17	-0.59	-0.67	0.02	-1.36
1.334	-0.59	-0.16	-1.01	-0.30	0.09	-0.69	-0.98	-0.27	-1.69
1.335	-0.51	-0.09	-0.93	-0.33	0.07	-0.73	-0.85	-0.15	-1.56
1.336	-0.38	0.08	-0.83	-0.34	0.08	-0.76	-0.63	0.13	-1.38
1.337	-0.56	-0.09	-1.03	-0.37	0.07	-0.82	-0.93	-0.16	-1.70
1.338	-0.63	-0.16	-1.10	-0.39	0.06	-0.83	-1.05	-0.27	-1.83
1.339	-0.65	-0.17	-1.12	-0.40	0.04	-0.84	-1.09	-0.30	-1.87
1.34	-0.65	-0.18	-1.12	-0.40	0.04	-0.84	-1.08	-0.31	-1.86
1.341	-0.61	-0.13	-1.08	-0.38	0.06	-0.81	-1.01	-0.23	-1.79
1.342	-0.62	-0.13	-1.10	-0.38	0.05	-0.81	-1.03	-0.24	-1.82
1.343	-0.54	-0.06	-1.02	-0.34	0.08	-0.76	-0.90	-0.12	-1.68
1.344	-0.43	0.02	-0.87	-0.25	0.15	-0.64	-0.71	0.03	-1.45
1.345	-0.12	0.33	-0.58	-0.11	0.26	-0.48	-0.21	0.55	-0.96
1.346	-0.04	0.39	-0.47	0.03	0.39	-0.33	-0.07	0.65	-0.79
1.347	0.09	0.54	-0.35	0.14	0.50	-0.21	0.14	0.89	-0.60
1.348	0.22	0.69	-0.26	0.21	0.58	-0.15	0.34	1.12	-0.44
1.349	0.34	0.83	-0.15	0.29	0.66	-0.08	0.54	1.34	-0.27
1.35	0.44	0.95	-0.08	0.34	0.72	-0.03	0.69	1.52	-0.15
1.351	0.40	0.92	-0.12	0.32	0.71	-0.07	0.63	1.47	-0.22
1.352	0.57	1.04	0.10	0.44	0.82	0.06	0.90	1.67	0.13
1.353	0.73	1.19	0.28	0.56	0.94	0.19	1.15	1.90	0.40
1.354	0.92	1.34	0.49	0.70	1.06	0.34	1.43	2.13	0.72
1.355	1.09	1.50	0.68	0.80	1.15	0.45	1.69	2.37	1.00
1.356	1.06	1.47	0.64	0.79	1.14	0.43	1.64	2.34	0.94
1.357	1.03	1.47	0.59	0.79	1.15	0.42	1.60	2.34	0.87
1.358	1.12	1.57	0.67	0.85	1.23	0.48	1.73	2.48	0.98
1.359	1.14	1.61	0.67	0.93	1.31	0.55	1.76	2.53	0.99
1.36	1.11	1.53	0.69	0.92	1.30	0.55	1.72	2.43	1.01
1.361	1.12	1.55	0.68	0.92	1.29	0.55	1.73	2.45	1.00
1.362	1.10	1.53	0.67	0.92	1.30	0.55	1.70	2.42	0.98
1.363	1.02	1.43	0.61	0.87	1.25	0.50	1.59	2.28	0.89
1.364	0.87	1.25	0.48	0.79	1.15	0.42	1.35	2.01	0.69
1.365	0.69	1.05	0.32	0.69	1.05	0.34	1.08	1.71	0.45
1.366	0.54	0.87	0.21	0.61	0.96	0.27	0.85	1.43	0.26
1.367	0.29	0.64	-0.06	0.52	0.87	0.17	0.46	1.07	-0.15
1.368	0.18	0.52	-0.17	0.44	0.79	0.09	0.28	0.88	-0.32
1.369	0.06	0.44	-0.32	0.32	0.68	-0.05	0.09	0.73	-0.56
1.37	-0.21	0.17	-0.59	0.19	0.57	-0.19	-0.35	0.31	-1.00
1.371	-0.39	0.00	-0.78	0.06	0.46	-0.34	-0.65	0.02	-1.31
1.372	-0.60	-0.23	-0.97	-0.08	0.31	-0.48	-1.01	-0.37	-1.64
1.373	-0.72	-0.34	-1.10	-0.16	0.23	-0.56	-1.21	-0.55	-1.86
1.374	-0.85	-0.49	-1.21	-0.24	0.15	-0.64	-1.42	-0.81	-2.04
1.375	-0.81	-0.45	-1.17	-0.31	0.09	-0.71	-1.36	-0.74	-1.98
1.376	-0.93	-0.58	-1.28	-0.30	0.10	-0.70	-1.57	-0.95	-2.18
1.377	-0.95	-0.57	-1.34	-0.31	0.09	-0.72	-1.60	-0.95	-2.26
1.378	-0.88	-0.45	-1.31	-0.26	0.14	-0.67	-1.48	-0.76	-2.19
1.379	-0.92	-0.48	-1.36	-0.29	0.12	-0.70	-1.55	-0.82	-2.28
1.38	-0.94	-0.49	-1.38	-0.30	0.12	-0.71	-1.58	-0.83	-2.32
1.381	-0.94	-0.51	-1.38	-0.27	0.14	-0.68	-1.59	-0.86	-2.32
1.382	-0.89	-0.45	-1.33	-0.23	0.18	-0.65	-1.49	-0.76	-2.23
1.383	-0.73	-0.25	-1.20	-0.18	0.24	-0.60	-1.22	-0.44	-2.00
1.384	-0.74	-0.27	-1.21	-0.15	0.28	-0.57	-1.25	-0.47	-2.02
1.385	-0.62	-0.15	-1.09	-0.07	0.35	-0.50	-1.03	-0.26	-1.80
1.386	-0.37	0.13	-0.87	-0.06	0.37	-0.49	-0.61	0.21	-1.43
1.387	-0.29	0.21	-0.79	-0.01	0.41	-0.44	-0.48	0.33	-1.30
1.388	-0.27	0.22	-0.76	0.00	0.41	-0.42	-0.45	0.36	-1.25
1.389	-0.26	0.23	-0.74	0.00	0.42	-0.41	-0.43	0.37	-1.22
1.39	-0.13	0.33	-0.60	0.07	0.48	-0.35	-0.23	0.54	-1.00
1.391	0.02	0.51	-0.47	0.16	0.57	-0.24	0.02	0.82	-0.78
1.392	0.11	0.60	-0.37	0.22	0.62	-0.18	0.18	0.98	-0.62
1.393	0.17	0.67	-0.33	0.24	0.65	-0.16	0.26	1.08	-0.56
1.394	0.12	0.62	-0.38	0.24	0.64	-0.16	0.18	0.99	-0.63
1.395	0.02	0.51	-0.48	0.18	0.58	-0.22	0.02	0.83	-0.79
1.396	0.10	0.58	-0.38	0.18	0.57	-0.22	0.15	0.94	-0.64
1.397	0.20	0.73	-0.32	0.21	0.61	-0.20	0.32	1.17	-0.53
1.398	0.29	0.85	-0.26	0.26	0.68	-0.16	0.46	1.36	-0.43
1.399	0.28	0.82	-0.27	0.23	0.65	-0.18	0.43	1.32	-0.45
1.4	0.21	0.74	-0.32	0.19	0.60	-0.22	0.33	1.19	-0.53
1.401	0.20	0.71	-0.31	0.17	0.57	-0.23	0.31	1.14	-0.51
1.402	0.19	0.67	-0.30	0.16	0.56	-0.24	0.29	1.09	-0.50
1.403	0.18	0.66	-0.30	0.15	0.55	-0.25	0.28	1.07	-0.51
1.404	0.08	0.55	-0.39	0.09	0.49	-0.32	0.12	0.89	-0.66
1.405	-0.10	0.31	-0.52	0.06	0.47	-0.35	-0.18	0.52	-0.87
1.406	-0.26	0.16	-0.68	-0.05	0.36	-0.45	-0.44	0.27	-1.14
1.407	-0.37	0.05	-0.80	-0.13	0.28	-0.54	-0.62	0.09	-1.33
1.408	-0.34	0.07	-0.75	-0.11	0.29	-0.51	-0.57	0.12	-1.26
1.409	-0.15	0.22	-0.53	-0.04	0.34	-0.42	-0.26	0.39	-0.90
1.41	-0.13	0.26	-0.53	-0.04	0.34	-0.41	-0.23	0.45	-0.90
1.411	-0.17	0.26	-0.61	-0.08	0.31	-0.47	-0.29	0.43	-1.01
1.412	-0.23	0.19	-0.66	-0.12	0.26	-0.51	-0.39	0.32	-1.10
1.413	-0.23	0.20	-0.65	-0.12	0.28	-0.51	-0.38	0.33	-1.08
1.414	-0.02	0.45	-0.48	-0.08	0.33	-0.48	-0.03	0.74	-0.80
1.415	-0.01	0.45	-0.47	-0.04	0.37	-0.45	-0.02	0.74	-0.79
1.416	0.13	0.60	-0.34	0.01	0.43	-0.40	0.20	0.98	-0.58
1.417	0.24	0.72	-0.25	0.10	0.53	-0.33	0.37	1.17	-0.43
1.418	0.12	0.59	-0.35	0.14	0.58	-0.31	0.18	0.96	-0.59
1.419	0.08	0.54	-0.37	0.10	0.53	-0.33	0.13	0.88	-0.63
1.42	0.13	0.58	-0.32	0.13	0.55	-0.30	0.20	0.95	-0.55
1.421	0.19	0.66	-0.27	0.15	0.59	-0.29	0.30	1.08	-0.47
1.422	0.22	0.73	-0.28	0.16	0.63	-0.31	0.35	1.17	-0.48
1.423	0.22	0.70	-0.27	0.14	0.59	-0.30	0.34	1.14	-0.45
1.424	0.25	0.71	-0.21	0.14	0.56	-0.28	0.39	1.15	-0.37
1.425	0.32	0.76	-0.11	0.20	0.59	-0.20	0.51	1.23	-0.21
1.426	0.34	0.77	-0.09	0.19	0.57	-0.19	0.54	1.25	-0.18
1.427	0.36	0.78	-0.06	0.18	0.56	-0.19	0.57	1.28	-0.14
1.428	0.41	0.83	-0.01	0.20	0.57	-0.17	0.65	1.35	-0.05
1.429	0.40	0.81	-0.01	0.16	0.53	-0.20	0.63	1.32	-0.06
1.43	0.36	0.76	-0.04	0.19	0.55	-0.17	0.57	1.24	-0.11
1.431	0.51	0.89	0.13	0.29	0.64	-0.06	0.80	1.45	0.15
