% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
-3554.3          12.23       3.50      13.53     312.23     298.80       380.19
-3554.2          12.23       3.48      13.53     312.06     298.79       380.02
-3554.1          12.22       3.46      13.52     312.00     298.92       379.98
-3554.0          12.22       3.44      13.52     311.84     298.95       379.81
-3553.9          12.21       3.42      13.52     311.67     298.98       379.65
-3553.8          12.21       3.39      13.52     311.50     299.01       379.49
-3553.7          12.21       3.37      13.52     311.46     299.16       379.45
-3553.6          12.20       3.34      13.51     311.31     299.19       379.29
-3553.5          12.20       3.31      13.51     311.15     299.23       379.14
-3553.4          12.20       3.29      13.51     310.99     299.28       378.98
-3553.3          12.20       3.27      13.50     310.84     299.32       378.83
-3553.2          12.19       3.24      13.50     310.81     299.50       378.80
-3553.1          12.19       3.22      13.50     310.67     299.54       378.64
-3553.0          12.18       3.19      13.50     310.52     299.60       378.49
-3552.9          12.18       3.17      13.49     310.38     299.66       378.35
-3552.8          12.18       3.15      13.49     310.35     299.82       378.32
-3552.7          12.17       3.12      13.49     310.21     299.87       378.17
-3552.6          12.17       3.10      13.49     310.06     299.92       378.03
-3552.5          12.17       3.08      13.48     309.93     299.99       377.89
-3552.4          12.16       3.05      13.48     309.91     300.14       377.86
-3552.3          12.16       3.03      13.48     309.77     300.20       377.72
-3552.2          12.16       3.01      13.48     309.63     300.25       377.58
-3552.1          12.16       2.99      13.48     309.62     300.43       377.56
-3552.0          12.15       2.97      13.47     309.49     300.48       377.42
-3551.9          12.15       2.96      13.47     309.35     300.54       377.29
-3551.8          12.15       2.94      13.47     309.34     300.71       377.27
-3551.7          12.15       2.93      13.47     309.21     300.75       377.14
-3551.6          12.14       2.92      13.47     309.20     300.92       377.12
-3551.5          12.14       2.91      13.47     309.19     301.09       377.11
-3551.4          12.14       2.89      13.46     309.07     301.15       376.99
-3551.3          12.13       2.88      13.46     309.07     301.31       376.98
-3551.2          12.13       2.87      13.46     309.06     301.48       376.97
-3551.1          12.13       2.85      13.46     308.94     301.52       376.84
-3551.0          12.12       2.84      13.46     308.94     301.67       376.84
-3550.9          12.12       2.83      13.46     308.95     301.83       376.83
-3550.8          12.12       2.83      13.46     308.95     301.98       376.83
-3550.7          12.12       2.82      13.46     308.95     302.13       376.83
-3550.6          12.12       2.81      13.46     308.84     302.16       376.71
-3550.5          12.11       2.81      13.46     308.85     302.30       376.71
-3550.4          12.11       2.81      13.45     308.86     302.43       376.72
-3550.3          12.11       2.80      13.45     308.86     302.57       376.72
-3550.2          12.11       2.80      13.45     308.87     302.70       376.73
-3550.1          12.11       2.80      13.45     308.88     302.83       376.74
-3550.0          12.11       2.80      13.45     309.02     303.09       376.87
-3549.9          12.11       2.81      13.45     309.03     303.22       376.88
-3549.8          12.10       2.81      13.45     309.05     303.35       376.89
-3549.7          12.10       2.80      13.45     309.07     303.49       376.91
-3549.6          12.10       2.80      13.45     309.08     303.63       376.92
-3549.5          12.10       2.79      13.45     309.22     303.89       377.06
-3549.4          12.10       2.79      13.45     309.24     304.01       377.08
-3549.3          12.10       2.78      13.44     309.27     304.15       377.10
-3549.2          12.10       2.78      13.44     309.41     304.40       377.24
-3549.1          12.10       2.78      13.44     309.44     304.52       377.27
-3549.0          12.09       2.77      13.44     309.59     304.76       377.42
-3548.9          12.09       2.77      13.44     309.61     304.89       377.44
-3548.8          12.09       2.77      13.44     309.76     305.14       377.59
-3548.7          12.09       2.77      13.44     309.80     305.26       377.62
-3548.6          12.09       2.77      13.44     309.95     305.51       377.77
-3548.5          12.09       2.77      13.44     310.11     305.76       377.93
-3548.4          12.09       2.78      13.44     310.15     305.89       377.97
-3548.3          12.09       2.78      13.44     310.31     306.14       378.13
-3548.2          12.08       2.78      13.43     310.47     306.38       378.29
-3548.1          12.08       2.78      13.43     310.64     306.64       378.46
-3548.0          12.08       2.78      13.43     310.68     306.77       378.50
-3547.9          12.08       2.78      13.44     310.85     307.02       378.67
-3547.8          12.07       2.79      13.43     311.02     307.26       378.84
-3547.7          12.07       2.80      13.43     311.20     307.51       379.02
-3547.6          12.07       2.80      13.43     311.38     307.77       379.20
-3547.5          12.07       2.81      13.43     311.57     308.03       379.38
-3547.4          12.07       2.81      13.43     311.75     308.29       379.56
-3547.3          12.06       2.81      13.43     311.94     308.54       379.75
-3547.2          12.06       2.82      13.43     312.13     308.80       379.94
-3547.1          12.06       2.83      13.43     312.32     309.06       380.14
-3547.0          12.06       2.83      13.42     312.52     309.32       380.34
-3546.9          12.06       2.84      13.42     312.71     309.58       380.54
-3546.8          12.06       2.85      13.42     312.92     309.84       380.75
-3546.7          12.06       2.86      13.43     313.12     310.10       380.95
-3546.6          12.06       2.86      13.42     313.34     310.37       381.16
-3546.5          12.05       2.87      13.42     313.55     310.63       381.37
-3546.4          12.05       2.88      13.42     313.76     310.91       381.59
-3546.3          12.05       2.88      13.42     313.98     311.18       381.81
-3546.2          12.05       2.89      13.42     314.20     311.44       382.04
-3546.1          12.05       2.90      13.42     314.43     311.70       382.27
-3546.0          12.05       2.91      13.42     314.54     311.85       382.38
-3545.9          12.05       2.92      13.42     314.76     312.12       382.61
-3545.8          12.05       2.92      13.42     315.00     312.40       382.85
-3545.7          12.05       2.93      13.42     315.23     312.67       383.09
-3545.6          12.05       2.93      13.41     315.48     312.95       383.33
-3545.5          12.05       2.94      13.41     315.71     313.22       383.58
-3545.4          12.05       2.94      13.41     315.96     313.50       383.83
-3545.3          12.05       2.95      13.41     316.20     313.78       384.09
-3545.2          12.05       2.96      13.41     316.46     314.06       384.35
-3545.1          12.05       2.96      13.41     316.72     314.34       384.61
-3545.0          12.05       2.97      13.41     316.98     314.62       384.88
-3544.9          12.05       2.98      13.41     317.24     314.90       385.15
-3544.8          12.05       3.02      13.42     317.38     315.00       385.30
-3544.7          12.05       3.05      13.42     317.61     315.20       385.57
-3544.6          12.05       3.08      13.41     317.87     315.41       385.85
-3544.5          12.05       3.12      13.42     318.12     315.60       386.13
-3544.4          12.05       3.16      13.41     318.38     315.80       386.41
-3544.3          12.05       3.20      13.41     318.65     316.00       386.71
-3544.2          12.05       3.23      13.41     318.91     316.22       387.00
-3544.1          12.04       3.27      13.41     319.19     316.42       387.30
-3544.0          12.05       3.30      13.41     319.34     316.52       387.49
-3543.9          12.05       3.35      13.41     319.63     316.73       387.79
-3543.8          12.05       3.39      13.41     319.88     316.90       388.09
-3543.7          12.05       3.43      13.41     320.13     317.10       388.40
